,train_loss,test_loss,accuracy
nn_gold,3.511967387846591,3.558431547338312,0.7272727272727273
nn_whisper_all_dic,4.219559114176472,4.230734866315668,0.0545454545454545
nn_whisper_within_dstc_dic,4.20939200010017,4.2293174608187245,0.0568181818181818
nn_whisper_amplitude,4.086351237691323,4.126724130998959,0.1659090909090909
qnn_gold,0.0404731484966578,0.8340343459351226,0.9386363636363636
qnn_whisper_all_dic,3.8663767938866815,4.118613334135576,0.0545454545454545
qnn_whisper_within_dstc_dic,3.824042865901157,4.1497109211288095,0.0568181818181818
qnn_whisper_amplitude,1.874684517030087,2.7043814683968037,0.5113636363636364
